Library,pathway,ES,NES,NOM p-val,FDR q-val,Lead_genes
Hallmark,TNF-alpha Signaling via NF-kB,0.5425417128526883,2.5756385935350536,0.0,0.0,PHLDA1;PTPRE;DRAM1;CCL2;NR4A3;PLPP3;CD44;CEBPB;IER3;NFIL3;BHLHE40;SQSTM1;G0S2;SERPINB8;TGIF1;BCL2A1;KLF6;ID2;NR4A2;JUNB;IER2;IL1B;CSF1;EGR3;CCRL2;CD83;FOSL1;PPP1R15A;SDC4;MAFF;SAT1;LDLR;TNFAIP3;FUT4;PTGS2;TNFAIP2;GPR183;FOS;IFIT2;ZC3H12A;NR4A1;DUSP1;ATF3;IRS2;OLR1;GCH1;TLR2;RNF19B;IRF1;B4GALT1;PLAU;RELA;BCL6;RIPK2;ATP2B1;LIF;DENND5A;HBEGF;DUSP2;NFKBIA;TNFRSF9;MAP2K3;IER5;MARCKS;RELB;TANK;ICAM1;PFKFB3;DDX58;SLC2A6;ZFP36
Reactome,Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,-0.510606501771618,-2.237618070570787,0.0,3.524692070083695e-05,RPS4Y1;RPS19;RPL18A;RPS12;RPL23;RPLP1;RPL28;RPSA;RPL27A;RPL21;RPS11;RPS14;RPS5;RPS13;RPL41;RPS10;RPS17;RPL6;RPL8;RPL4;RPL36A;RPS20;RPL35;RPL3;RPL35A;RPL39;SNU13;RIOK2;RPL13A;RPS29;RPS25;RPS3A;RPL10A;RPL15;RPL7;RPL32;RPS7;RPS2;RPL34;RPL37;RPS27A;RPL37A;RPL12;RPS16;RPS21;RPL30;BYSL;RPL26;RPL23A;RPS8;RPS23;RPL27;UBA52;RPL36;RPLP2;RPS27;RPS24;RPL18;RPL5;RPLP0;RPS6;EXOSC1;RPS15A;RPL29;RPL14;RPL19;RPS28;RPL38;EXOSC4
Reactome,Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090,-0.6484553005058863,-2.2490428302151355,0.0,3.677939551391682e-05,LOXL1;COL1A1;COL3A1;COL1A2;COL4A1;COL5A2;LOX;COL11A1;COL4A2;COL5A1;COL27A1;COL24A1;COL8A1;DST;PXDN;BMP1;PCOLCE;COL6A3;LOXL2
Reactome,Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814,-0.6473039216580616,-2.274137797263227,0.0,3.8451186219094854e-05,PLOD2;COL1A1;COL3A1;COL1A2;COL4A1;COL5A2;P3H3;COL11A1;COL4A2;COL12A1;COL5A1;COL27A1;COL24A1;COL8A1;SERPINH1;BMP1;PCOLCE;COL6A3;COL16A1;COL18A1;ADAMTS2;COL15A1;COL7A1;COL6A2
Reactome,rRNA Processing R-HSA-72312,-0.48453560692944775,-2.1623130213955046,0.0,5.639507312133912e-05,RPS4Y1;RPS19;RPL18A;RPS12;RPL23;RPLP1;RPL28;RPSA;RPL27A;RPL21;RPS11;RPS14;RPS5;RPS13;RPL41;RPS10;RPS17;RPL6;RPL8;RPL4;RPL36A;RPS20;RPL35;RPL3;RPL35A;RPL39;SNU13;RIOK2;RPL13A;RPS29;RPS25;RPS3A;RPL10A;RPL15;RPL7;RPL32;RPS7;RPS2;RPL34;RPL37;RPS27A;RPL37A;RPL12;RPS16;RPS21;RPL30;BYSL;RPL26;RPL23A;RPS8;RPS23;RPL27;UBA52;RPL36;RPLP2;RPS27;RPS24;RPL18;RPL5;RPLP0;RPS6;EXOSC1;RPS15A;RPL29;RPL14;RPL19;RPS28;RPL38;TRMT112;EXOSC4;NOP10;RPL22L1;RPL31;RPL7A
Reactome,Translation Initiation Complex Formation R-HSA-72649,-0.5866905537235126,-2.1750620632931397,0.0,5.83397308151784e-05,RPS4Y1;RPS19;RPS12;RPSA;RPS11;RPS14;RPS5;RPS13;RPS10;RPS17;RPS20;EIF3K;EIF3L;RPS29;RPS25;RPS3A;RPS7;RPS2;RPS27A;RPS16;RPS21;RPS8;RPS23;RPS27;RPS24;RPS6;EIF3F;RPS15A;EIF3E;RPS28
Reactome,rRNA Processing In Nucleus And Cytosol R-HSA-8868773,-0.4950716422719583,-2.199318797649639,0.0,6.0423292630006206e-05,RPS4Y1;RPS19;RPL18A;RPS12;RPL23;RPLP1;RPL28;RPSA;RPL27A;RPL21;RPS11;RPS14;RPS5;RPS13;RPL41;RPS10;RPS17;RPL6;RPL8;RPL4;RPL36A;RPS20;RPL35;RPL3;RPL35A;RPL39;SNU13;RIOK2;RPL13A;RPS29;RPS25;RPS3A;RPL10A;RPL15;RPL7;RPL32;RPS7;RPS2;RPL34;RPL37;RPS27A;RPL37A;RPL12;RPS16;RPS21;RPL30;BYSL;RPL26;RPL23A;RPS8;RPS23;RPL27;UBA52;RPL36;RPLP2;RPS27;RPS24;RPL18;RPL5;RPLP0;RPS6;EXOSC1;RPS15A;RPL29;RPL14;RPL19;RPS28;RPL38;TRMT112;EXOSC4;NOP10;RPL22L1;RPL31;RPL7A
Reactome,Extracellular Matrix Organization R-HSA-1474244,-0.4930660438911677,-2.203689682627108,0.0,6.266119235704348e-05,LOXL1;PLOD2;HSPG2;HTRA1;COL1A1;LAMC1;ITGB7;COL3A1;COL1A2;SDC2;COL4A1;COL5A2;P3H3;LUM;LOX;COL11A1;COL4A2;COL12A1;MMP10;FBLN1;TGFB3;COMP;ITGA11;MFAP4;PDGFB;BGN;COL5A1;THBS1;MFAP2;FMOD;ITGA7;FBLN2;COL27A1;ADAM12;COL24A1;COL8A1;DST;LAMB1;LAMA2;EFEMP2;SERPINH1;DDR2;PXDN;ASPN;SPARC;DCN;BMP1;PCOLCE;COL6A3;MMP16;FBN2;ITGB5;ADAM19;MMP11;LOXL2;ITGA9;CAPN6;LAMA5;FN1;NID2;ITGA3;ITGA2;COL16A1;LTBP3;COL18A1;PTPRS;ITGA2B;SH3PXD2A;JAM2;ADAMTS2;JAM3;VCAN;FURIN;DMTF1;COL15A1;COL7A1;CAPN2;ITGAD;COL6A2
Reactome,Collagen Formation R-HSA-1474290,-0.5885847466792616,-2.2102829073864685,0.0,6.507123821692976e-05,LOXL1;PLOD2;COL1A1;COL3A1;COL1A2;COL4A1;COL5A2;P3H3;LOX;COL11A1;COL4A2;COL12A1;COL5A1;COL27A1;COL24A1;COL8A1;DST;SERPINH1;PXDN;BMP1;PCOLCE;COL6A3;LOXL2
Reactome,"Formation Of Ternary Complex, And Subsequently, 43S Complex R-HSA-72695",-0.6099820863618572,-2.2137719482081106,0.0,6.767408774560694e-05,RPS4Y1;RPS19;RPS12;RPSA;RPS11;RPS14;RPS5;RPS13;RPS10;RPS17;RPS20;EIF3K;EIF3L;RPS29;RPS25;RPS3A;RPS7;RPS2;RPS27A;RPS16;RPS21;RPS8;RPS23;RPS27;RPS24;RPS6;EIF3F;RPS15A;EIF3E;RPS28
Reactome,"mRNA Activation Upon Binding Of Cap-Binding Complex And eIFs, Subsequent Binding To 43S R-HSA-72662",-0.5765142562409847,-2.149388866218019,0.0,8.186381582129874e-05,RPS4Y1;RPS19;RPS12;RPSA;RPS11;RPS14;RPS5;RPS13;RPS10;RPS17;RPS20;EIF3K;EIF3L;RPS29;RPS25;RPS3A;RPS7;RPS2;RPS27A;RPS16;RPS21;RPS8;RPS23;RPS27;RPS24;RPS6;EIF3F;RPS15A;EIF3E;RPS28
Reactome,Ribosomal Scanning And Start Codon Recognition R-HSA-72702,-0.5746447740629507,-2.1310465488381425,0.0,0.0001586111431537663,RPS4Y1;RPS19;RPS12;RPSA;RPS11;RPS14;RPS5;RPS13;RPS10;RPS17;RPS20;EIF3K;EIF3L;RPS29;RPS25;RPS3A;RPS7;RPS2;RPS27A;RPS16;RPS21;RPS8;RPS23;RPS27;RPS24;RPS6;EIF3F;RPS15A;EIF3E;RPS28
GO-BP,External Encapsulating Structure Organization (GO:0045229),-0.5911906452965243,-2.254804461374258,0.0,0.00016245893446859957,COL1A1;COL3A1;COL1A2;COL4A1;COL5A2;COL11A1;COL4A2;COLQ;MMP10;POSTN;MATN2;ADAMTS6;COL5A1;HRNR;COL24A1;MANSC4;COL8A1;PXDN;MMP16;NF1;MMP11;COL16A1;CCDC80;ADAMTS2;FURIN;COL15A1;COL7A1;MMP23B
Reactome,Axon Guidance R-HSA-422475,-0.42839221925450816,-2.106878974831067,0.0,0.0003332436138988221,RPS4Y1;KCNQ3;NEO1;SCN9A;LAMC1;RPS19;RPL18A;RPS12;SDC2;RPL23;RPLP1;COL4A1;RPL28;UNC5B;EGFR;CSNK2B;CNTNAP1;RPSA;CACNA1G;COL4A2;RPL27A;MYL9;PSENEN;RPL21;RPS11;MYH10;PLXND1;RPS14;RPS5;DPYSL3;ANK1;NCK2;RPS13;RPL41;RPS10;ELOB;RPS17;ARHGAP35;DOCK1;VAV3;RPL6;ABLIM3;RPL8;RPL4;RPL36A;EPHA5;RPS20;MPP3;RPL35;PFN2;RPL3;DNM1;RPL35A;RPL39;MAPK12;ABL1;RPL13A;RPS29;PLXNB1;RPS25;LAMB1;RPS3A;SCN5A;CXCL12;ANK2;PKN2;RBX1;RPL10A;CDK5;EPHB3;SLIT2;RPL15;RPL7;RPL32;RPS7;LDB2;RPS2;COL6A3;CLTCL1;PRKACB;RPL34;RPL37;MYH11;RPS27A;SPTBN5;ITGA9;RPL37A;RPL12;RPS16;RPS21;RPL30;RPL26;RPL23A;EZR;RPS8;RPS23;RPL27;SEMA7A;SEMA3A;UBB;UBA52;RPL36;PIK3R3;RPLP2;RPS27;RPS24;RPL18;RPL5;ITGA2;ZSWIM8;RPLP0;DNM3;RPS6;HRAS;PSME4;VAV2;ITGA2B;RPS15A;PSMB6;RPL29;RPL14;EFNA4;RPL19;RPS28;TYROBP;PSMB3;RPL38;PSMD5;ROBO1;FES;RPL22L1;RPL31;RPL7A;EPHA2;SRGAP1;COL6A2;AP2S1;ARHGEF12;SIAH1;NRP1;PSMB4;RPS15;CACNB1;RPL11;SPTBN2;CLASP1;MYL12A;MMP2;COL6A6;ARHGEF7;RPL22;MAP2K1
GO-BP,Extracellular Structure Organization (GO:0043062),-0.5868399289804997,-2.2342462464511903,0.0,0.00040614733617149894,COL1A1;COL3A1;COL1A2;COL4A1;COL5A2;COL11A1;COL4A2;COLQ;MMP10;POSTN;MATN2;ADAMTS6;COL5A1;COL24A1;MANSC4;COL8A1;PXDN;MMP16;NF1;MMP11;COL16A1;CCDC80;ADAMTS2;FURIN;COL15A1;COL7A1;MMP23B
Reactome,Laminin Interactions R-HSA-3000157,-0.712599897579498,-2.0748253114818795,0.0,0.0006717648415924219,HSPG2;LAMC1;ITGA7;LAMB1;LAMA2;LAMA5;NID2;ITGA3;ITGA2;COL18A1
KEGG,Systemic lupus erythematosus,-0.5080155264126386,-2.0841375447099435,0.0,0.0007224613922033587,HLA-DQA1;H2BC14;H4C5;H2BC12;H3C1;HLA-DOA;H2AC6;C1QB;H2AC16;H4-16;H3C3;C2;H4C1;C3;H2AC14;C1S;H3C4;H2BC4;HLA-DRB5;H2BC3;H3C11;MACROH2A2;H2AJ;HLA-DMA;H2BC7;HLA-DQA2;H4C2;H2BC10;H2AC15;CD28;TNF;H3C6;H2AC7;H3C8;H2AC11;HLA-DRA;HLA-DRB4;C1R;H2AC8;H4C4;H2AZ2;H2BC5;H2BC15;H2AZ1;CD40;C1QC;HLA-DPB1;HLA-DQB1;HLA-DPA1;H4C11;H3-3A;H2BC13;HLA-DRB1;H2BC6;H2AC13;H2BC8;H2AC12;H4C8
KEGG,Protein digestion and absorption,-0.5654977502544182,-2.113465169004764,0.0,0.000770625485016916,PGA3;COL1A1;PGA4;COL3A1;COL1A2;COL4A1;COL5A2;COL11A1;COL4A2;COL12A1;SLC8A1;PGA5;COL5A1;ELN;COL27A1;COL24A1;COL8A1;SLC36A1;SLC7A7;COL6A3;MME;COL16A1;COL18A1;KCNE3;COL15A1;COL7A1;COL6A2;SLC7A8
KEGG,PPAR signaling pathway,0.5720963164255853,2.1822359802622473,0.0,0.0008232052883700536,ACSL5;ACSL4;PPARG;FADS2;ACSL1;FABP5;GK;HMGCS1;ACSBG1;OLR1;PPARD;ACSL6;PLIN2;CPT2;ACSL3;SCD;CYP27A1;ILK;DBI;SLC27A1;PPARA;SLC27A5;PCK2
Reactome,Nervous System Development R-HSA-9675108,-0.41796388543286067,-2.0567638951468923,0.0,0.0010151113161841043,RPS4Y1;KCNQ3;NEO1;SCN9A;LAMC1;RPS19;RPL18A;RPS12;SDC2;RPL23;RPLP1;COL4A1;RPL28;UNC5B;EGFR;CSNK2B;CNTNAP1;RPSA;CACNA1G;COL4A2;RPL27A;MYL9;PSENEN;RPL21;RPS11;MYH10;PLXND1;RPS14;RPS5;DPYSL3;ANK1;NCK2;RPS13;RPL41;RPS10;ELOB;RPS17;ARHGAP35;DOCK1;VAV3;RPL6;ABLIM3;RPL8;RPL4;RPL36A;EPHA5;RPS20;MPP3;RPL35;PFN2;RPL3;DNM1;RPL35A;RPL39;MAPK12;ABL1;RPL13A;RPS29;PLXNB1;RPS25;LAMB1;LAMA2;RPS3A;SCN5A;CXCL12;ANK2;PKN2;RBX1;RPL10A;CDK5;EPHB3;SLIT2;RPL15;RPL7;RPL32;RPS7;LDB2;RPS2;COL6A3;CLTCL1;PRKACB;RPL34;RPL37;MYH11;RPS27A;SPTBN5;ITGA9;RPL37A;RPL12;RPS16;RPS21;RPL30;UTRN;RPL26;RPL23A;EZR;RPS8;RPS23;RPL27;SEMA7A;SEMA3A;UBB;UBA52;RPL36;PIK3R3;RPLP2;RPS27;RPS24;RPL18;RPL5;ITGA2;ZSWIM8;RPLP0;DNM3;RPS6;HRAS;PSME4;VAV2;ITGA2B;RPS15A;PSMB6;RPL29;RPL14;EFNA4;RPL19;RPS28;TYROBP;PSMB3;RPL38;PSMD5;TEAD1;YAP1;ROBO1;FES;RPL22L1;RPL31;RPL7A;EPHA2;SRGAP1;WWTR1;COL6A2;AP2S1;ARHGEF12;SIAH1;NRP1;PSMB4;RPS15;CACNB1;RPL11;SPTBN2;CLASP1;MYL12A;MMP2;COL6A6;ARHGEF7;RPL22;MAP2K1
Reactome,Activation Of Pre-Replicative Complex R-HSA-68962,0.650189771420282,2.241003780080286,0.0,0.0012152716669414612,POLA1;MCM8;MCM3;SLC25A15;ORC5;POLE3;POLE;CDT1;CDC45;ORC6;CDC7;MCM7;POLE4;POLR1A;MCM4;CDK2;MCM10
KEGG,Steroid biosynthesis,0.7088451845105516,2.0968325084907717,0.002288329519450801,0.0012348079325550801,CYP51A1;HSD17B7;DHCR24;LSS;MSMO1;LBR;SQLE;FDFT1;EBP;SC5D;DHCR7
GO-BP,Extracellular Matrix Organization (GO:0030198),-0.5273680628081789,-2.16709331094619,0.0,0.001508547248636996,LOXL1;COL1A1;LAMC1;COL3A1;COL1A2;GAS6;COL4A1;HMCN1;COL5A2;LUM;LOX;COL11A1;COL4A2;COL12A1;COLQ;MMP10;POSTN;MATN2;ADAMTS6;COL5A1;ELN;COL27A1;COL24A1;MANSC4;COL8A1;CYP1B1;SERPINH1;DDR2;PXDN;BMP1;MMP16;NF1;MMP11;LOXL2
KEGG,IL-17 signaling pathway,0.5219629428694037,2.0981742524310403,0.0,0.0016464105767401071,CCL2;CEBPB;JUND;IL1B;MMP9;FOSL1;TNFAIP3;TRADD;TAB3;PTGS2;FOS;MAPK10;RELA;CXCL8;MAPK9;HSP90AA1;SRSF1;NFKBIA;S100A9;IKBKG;CHUK;HSP90AB1;TRAF3IP2;TBK1;FOSB;IL17RA;CASP8;HSP90B1;MUC5B
GO-BP,Secondary Alcohol Biosynthetic Process (GO:1902653),0.7169602562063352,2.302811163550923,0.0,0.002084772591475613,INSIG1;CYP51A1;MVD;G6PD;HSD17B7;DHCR24;ACLY;HMGCR;HMGCS1;LSS;MSMO1;LBR;FDFT1;CES1
KEGG,ECM-receptor interaction,-0.5343652083905076,-2.0159445576555317,0.0,0.0021962826322982107,HSPG2;COL1A1;LAMC1;ITGB7;COL1A2;LAMB2;COL4A1;COL4A2;COMP;ITGA11;THBS2;TNC;THBS1;ITGA7;LAMB1;LAMA2;COL6A3;ITGB5;ITGA9;LAMA5;FN1;ITGA3;ITGA2;ITGA2B
Hallmark,Myc Targets V1,0.3844608293810302,1.8605562731076377,0.0,0.002320313794817966,EIF1AX;DEK;HPRT1;PRPS2;RRP9;PRDX4;PGK1;MRPL23;VBP1;MRPS18B;LDHA;XPO1;YWHAE;EIF2S2;POLD2;PSMD14;DUT;NCBP2;GOT2;FAM120A;PRPF31;POLE3;SF3A1;RAD23B;HNRNPU;SRPK1;DDX21;SRSF1;HNRNPA2B1;TRA2B;CCNA2;RRM1;KPNB1;CDC45;RANBP1;TFDP1;MCM7;COX5A;XRCC6;SERBP1;MCM2;YWHAQ;CCT2;CYC1;HSPD1;EIF3B;MCM4;PSMD7;HSP90AB1;SET;PTGES3;CANX;DHX15;CDK2;TCP1;CCT7;RSL1D1;PSMA1;CBX3;PRDX3;NHP2;CAD;XPOT;SLC25A3;DDX18;CCT5;PWP1;STARD7;CCT4;CTPS1;EIF3J;LSM7;UBA2;MAD2L1;PCBP1;EXOSC7;TXNL4A;HNRNPD;PSMA4;PHB;KARS1;GSPT1;CDC20;RNPS1;MCM5
Hallmark,UV Response Up,0.39927806259182386,1.8213697942825935,0.0,0.002841200565083223,EIF2S3;SQSTM1;RPN1;FKBP4;JUNB;BID;PPIF;PPT1;SPR;RAB27A;MAOA;CYB5B;MRPL23;CTSV;EIF5;FOS;SELENOW;NR4A1;BAK1;ATF3;FEN1;GCH1;TFRC;IRF1;PDAP1;ALDOA;ALAS1;PRKCD;POLE3;HNRNPU;DDX21;NFKBIA;ICAM1;PRKACA;CDC5L;CDK2;NPTX2;PARP2;NPTXR
Hallmark,Myogenesis,-0.4191242405435357,-1.7806559058312168,0.0,0.003949967083607637,CKB;RYR1;COL1A1;PTP4A3;COL3A1;IGF1;PPFIA4;COL4A2;NOTCH1;CFD;IGFBP7;TPM2;ITGA7;ADAM12;MAPK12;IGFBP3;LAMA2;CNN3;MYLK;CLU;MYBPH;EPHB3;SPARC;COL6A3;MYBPC3;MEF2A;TAGLN;ITGB5;MYH11;DMPK;CAMK2B;PGAM2;FOXO4;CRYAB;AEBP1;RB1;CHRNG;HSPB8;SSPN;COL15A1;GADD45B;SLC6A8;WWTR1;COL6A2;HDAC5;ATP6AP1;AK1;MYH3;SPEG
Hallmark,Fatty Acid Metabolism,0.38115396952547226,1.7754913400147632,0.0,0.004474890890006077,ACSL5;PDHA1;G0S2;ACSL4;CD1D;ACSL1;HSD17B7;DHCR24;ALDH3A2;HMGCS1;MAOA;ACO2;SMS;LDHA;NCAPH2;GLUL;TP53INP2;MDH2;SLC22A5;GPD2;ACAT2;GCDH;ALDOA;CBR1;RDH11;DLST;CPT2;HSP90AA1;HSDL2;FH;ADSL;CCDC58;ECI1;HSPH1;ACSS1;IDH3B;S100A10;IDI1;ALAD;CRAT;PPARA;RETSAT;CPOX;HSD17B11;HADH;IDH1;SUCLA2;YWHAH;ELOVL5;PSME1;INMT;NTHL1;ACAA2;KMT5A;ENO3;CYP4A11
Reactome,Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426,-0.500309128496947,-1.958336239326609,0.0,0.004723087373912151,LAMC1;CKAP4;VWA1;MELTF;GAS6;SDC2;IGF1;MXRA8;IGF2;FSTL1;IGFBP7;IGFBP5;PRSS23;C3;IGFBP3;LAMB1;IGFBP4;MFGE8;GPC3;FN1;FSTL3;MGAT4A;LGALS1;GOLM1;TMEM132A;CST3;PAPPA;VCAN;DMTF1
Reactome,Scavenging By Class A Receptors R-HSA-3000480,-0.7072550248228686,-1.9426539158442164,0.0017482517482517483,0.005898619810258985,COL1A1;COL3A1;COL1A2;COL4A1;COL4A2;MSR1;COLEC12
Reactome,Interleukin-10 Signaling R-HSA-6783783,0.6078952008541847,2.1528467289807485,0.0,0.006076358334707307,CCL2;CCR2;TNFRSF1B;IL1B;CSF1;CCR5;CCL22;IL10RB;PTGS2;LIF;CXCL8;JAK1;FPR1;ICAM1;STAT3;CCL5;CCL3;CCL4;CCL3L1;CCR1;CD86
Reactome,Elastic Fibre Formation R-HSA-1566948,-0.6005691314285163,-1.9355409722833745,0.0,0.006277662086928013,LOXL1;LOX;FBLN1;TGFB3;MFAP4;MFAP2;FBLN2;EFEMP2;FBN2;ITGB5;LOXL2
GO-BP,Translation (GO:0006412),-0.45828427215100426,-2.0789006243028214,0.0,0.007716799387258479,RPS4Y1;RPS19;RPL18A;RACK1;RPLP1;RPL28;RPS26;RPSA;RPL27A;RPL13;RPL21;RPS11;RPS14;RPS5;RPL17;RPL10;MRPL35;RPS13;RPL41;RPS10;RPS17;RPL6;RPL8;RPL4;RPS20;RPL35;RPL3;RPL35A;RPL39;RPL13A;RPS29;RPS25;RPS3A;EEF1A1;RPL10A;EEF1G;RPL15;RPL7;RPL32;RPS7;RPS2;RPL24;RPL34;RPL37;RPS27A;RPL37A;RPL12;RPS16;RPS21;RPL30;RPL26;RPL23A;RPS8;RPS23;RPL27;UBA52;RPS18;RPL36;RPLP2;RPS27;RPS24;RPL18;RPL5;RPLP0;RPS6;RPS15A;RPL29;RPL14;RPL19;RPS28;RPL38;MRPL16;MRPL20;MRPS26;RPL22L1;RPL31;RPL7A;MARS2;MRPL2;EEF2;FARS2;RPS15;RPL11;RPL22;MRPL57;RPL9;RPS3;EEF1D;MRPL40;MRPL51;MRRF;MRPL45;MARS1;DRG1;MRPL21;MRPL17;SARS1;GFM2;HARS2;MRPL55;MRPL53;AGO2;EIF5AL1;RPS9;MRPL13
KEGG,Citrate cycle (TCA cycle),0.6070090315321346,2.0094174256298696,0.0,0.008890617114396577,PDHA1;PC;ACLY;ACO2;MDH2;DLST;FH;ACO1;IDH3A;IDH3B;SDHB;DLAT;PCK2;IDH1;SUCLA2;PDHB;IDH2;SUCLG1;DLD
KEGG,Asthma,-0.6430911275279652,-1.8769390968399429,0.0017921146953405018,0.009343834005830106,HLA-DQA1;HLA-DOA;HLA-DRB5;HLA-DMA;HLA-DQA2;TNF;HLA-DRA;HLA-DRB4;FCER1A;CD40;HLA-DPB1;HLA-DQB1;HLA-DPA1;HLA-DRB1
Hallmark,UV Response Dn,-0.3862554281891638,-1.633346319305296,0.004702194357366771,0.009765196401141102,COL1A1;LAMC1;COL3A1;COL1A2;SDC2;COL5A2;TJP1;ICA1;COL11A1;ABCC1;GCNT1;GJA1;PDGFRB;RGS4;DAB2;SNAI2;IGFBP5;FZD2;MGMT;PTPN21;YTHDC1;MAP1B;MMP16;TFPI;APBB2;KCNMA1;PTPRM;TOGARAM1;LPAR1;PIK3R3;KIT
Reactome,ECM Proteoglycans R-HSA-3000178,-0.57194498888532,-1.903576626397618,0.0017574692442882249,0.010151113161841042,HSPG2;LAMC1;LUM;TGFB3;COMP;BGN;FMOD;ITGA7;LAMB1;LAMA2;ASPN;SPARC;DCN;ITGB5;ITGA9;LAMA5;ITGA2;PTPRS;ITGA2B;VCAN;DMTF1
Hallmark,Coagulation,-0.40022918622109327,-1.6496395738581477,0.0,0.011264720942140297,HTRA1;CFH;S100A13;SERPING1;S100A1;F8;MMP10;PLAT;COMP;PDGFB;CFD;THBS1;C2;PRSS23;C3;C1S;CLU;SPARC;BMP1;MMP11;FN1;ITGA2;TFPI2;P2RY1;DUSP14;FURIN
Reactome,Cholesterol Biosynthesis R-HSA-191273,0.6502788519477658,2.106804637253746,0.0,0.012557807225061769,CYP51A1;FDPS;GGPS1;MVD;DHCR24;HMGCR;HMGCS1;MSMO1;LBR;SQLE;FDFT1;SC5D;DHCR7;SREBF2;IDI1
KEGG,DNA replication,0.5243335363396251,1.8727519269683797,0.0,0.014131690783685919,POLA1;MCM3;RNASEH1;FEN1;POLD2;POLE3;POLE;LIG1;MCM7;POLE4;POLD1;MCM2;MCM4;RFC5;RFC3;PRIM1;RPA2;MCM5;MCM6
KEGG,Ferroptosis,0.5027672534458018,1.8560046502792096,0.0,0.014817695190660963,STEAP3;ACSL5;CYBB;ACSL4;ACSL1;SLC39A8;SAT1;TFRC;FTH1;ACSL6;ACSL3;GSS;TP53
Reactome,Other Interleukin Signaling R-HSA-449836,0.7185036343591588,2.08056094130559,0.0,0.0148870779200329,IFNLR1;CSF1;CSF3R;IL10RB;STXBP2;TXLNA;SDC1;JAK1;STX4
KEGG,Carbohydrate digestion and absorption,0.5610306831654426,1.8764502486049333,0.004484304932735426,0.015117042568250073,SLC2A5;MGAM;PRKCB;ATP1B4;HK1;PLCB2;ATP1B3;ATP1A1;AMY2B;HK2;PLCB1;PIK3R2
KEGG,Pancreatic secretion,0.509049614206818,1.9083977905651612,0.0,0.01522929783484599,ADCY4;ADCY1;SLC12A2;PRKCB;ITPR1;ATP1B4;PLA2G2D;RAB3D;PLCB2;ATP1B3;ATP2B1;RAB8A;BST1;ATP1A1;ATP2A2;SLC9A1;AMY2B;ITPR3;PLCB1;RAP1B
KEGG,TNF signaling pathway,0.4212873219414861,1.844031799048481,0.0,0.015758501234512452,CCL2;CEBPB;TNFRSF1B;JUNB;IL1B;CSF1;CREB5;MMP9;DNM1L;TNFAIP3;TRADD;TAB3;PTGS2;FOS;IRF1;MAPK10;FAS;BAG4;RELA;LIF;MAPK9;MAP2K4;NFKBIA;IKBKG;MAP2K3;ICAM1;RPS6KA4;CHUK;RIPK3;CCL5;PIK3R2
Hallmark,Myc Targets V2,0.42099544799955857,1.6389665209307702,0.014251781472684086,0.01591072316446605,PES1;RRP9;MYBBP1A;PLK4;WDR43;MRTO4;SORD;DUSP2;RABEPK;UTP20;HK2;PPAN;HSPD1;MCM4;NIP7;LAS1L;SLC29A2;CBX3;TMEM97;PUS1;DDX18;TCOF1;PHB;EXOSC5;MCM5;NOP2;IPO4;RRP12;NOP16;SRM;NOC4L;GRWD1
Reactome,Metabolism Of Amino Acids And Derivatives R-HSA-71291,-0.3976594977190311,-1.8657520272243515,0.0,0.01592816943280749,RPS4Y1;CKB;RPS19;RPL18A;RPS12;RPL23;RPLP1;RPL28;SLC38A1;RPSA;RPL27A;SMOX;RPL21;RPS11;RPS14;RPS5;NAGS;GAMT;RPS13;AMT;RPL41;RPS10;RPS17;RPL6;RPL8;RPL4;RPL36A;TMLHE;RPS20;RPL35;RPL3;RPL35A;RPL39;RPL13A;RPS29;RPS25;RPS3A;RPL10A;NNMT;AZIN1;RPL15;RPL7;RPL32;RPS7;RPS2;RPL34;RPL37;RPS27A;PIPOX;RPL37A;RPL12;RPS16;RPS21;RPL30;RPL26;RPL23A;RPS8;RPS23;RPL27;UBA52;RPL36;RPLP2;PHGDH;PYCR1;RPS27;RPS24;RPL18;RPL5;TINAGL1;ATAT1;RPLP0;RPS6;PSME4;ALDH9A1;RPS15A;PSMB6;RPL29;ETHE1;RPL14;RPL19;RPS28;ASNS;PAPSS2;PSMB3;RPL38;SLC6A12;PSMD5
Reactome,Post-translational Protein Phosphorylation R-HSA-8957275,-0.483611275810545,-1.8630978338289028,0.0,0.015931608156778305,LAMC1;CKAP4;VWA1;MELTF;GAS6;SDC2;MXRA8;FSTL1;IGFBP7;IGFBP5;PRSS23;C3;IGFBP3;LAMB1;IGFBP4;MFGE8;GPC3;FN1;FSTL3;MGAT4A;LGALS1;GOLM1;TMEM132A;CST3;VCAN;DMTF1;CDH2
KEGG,Terpenoid backbone biosynthesis,0.6229280496795586,1.8791227652669238,0.0,0.01597018259437904,FDPS;GGPS1;MVD;HMGCR;HMGCS1;ACAT2;ICMT;NUS1;IDI1
Reactome,Defective B3GALTL Causes PpS R-HSA-5083635,-0.6266737511678541,-1.8659610956317647,0.0036496350364963502,0.01632637366862768,CFP;SPON2;ADAMTSL2;ADAMTS6;THBS2;THBS1;ADAMTSL5;ADAMTS2;SPON1;SEMA5A;ADAMTS10;ADAMTS7;ADAMTS13
