TF,activity,pvalue,FDR,direction
CXXC1,0.345220853099209,0.9160852432250977,0.9961943348185927,activated_in_AD
FOXH1,0.3422824028495463,0.9160852432250977,0.9961943348185927,activated_in_AD
LHX3,0.33827209857239443,0.9160852432250977,0.9961943348185927,activated_in_AD
HOXB7,0.3352743852785143,0.9160852432250977,0.9961943348185927,activated_in_AD
TFAM,0.3316946200170016,0.9160852432250977,0.9961943348185927,activated_in_AD
SPDEF,0.3315588631268959,0.9160852432250977,0.9961943348185927,activated_in_AD
NRG1,0.32888207967726013,0.9160852432250977,0.9961943348185927,activated_in_AD
NR2E1,0.3265009128068883,0.9160852432250977,0.9961943348185927,activated_in_AD
POU3F2,0.3190909695603806,0.9207541346549988,0.9961943348185927,activated_in_AD
PURA,0.30916602310988484,0.9207541346549988,0.9961943348185927,activated_in_AD
CDX1,0.3082076369247854,0.9207541346549988,0.9961943348185927,activated_in_AD
FLI1,0.3028446738336017,0.9222087860107422,0.9961943348185927,activated_in_AD
POU2F3,0.29975011400423424,0.9233155846595764,0.9961943348185927,activated_in_AD
SATB1,0.28592895269878255,0.9307982921600342,0.9961943348185927,activated_in_AD
BCLAF1,0.2839859474967499,0.93083655834198,0.9961943348185927,activated_in_AD
AR,0.2820260162738023,0.930891215801239,0.9961943348185927,activated_in_AD
MEF2D,0.2696692943185497,0.935242772102356,0.9961943348185927,activated_in_AD
YY1,0.26560469353116006,0.9372170567512512,0.9961943348185927,activated_in_AD
TEAD2,0.26109218826184394,0.9395967125892639,0.9961943348185927,activated_in_AD
ABL1,0.25056703942094105,0.9439697265625,0.9961943348185927,activated_in_AD
NUPR1,0.2317705890522071,0.9458141922950745,0.9961943348185927,activated_in_AD
HOXA9,0.2293780227141316,0.9458141922950745,0.9961943348185927,activated_in_AD
GATA5,0.22897067792040782,0.9458141922950745,0.9961943348185927,activated_in_AD
