"gene","baseMean","log2FC_raw","log2FC_shrunk","lfcSE","pvalue","padj","direction"
"CDCA2",84.651056280322,0.7217081876223,0.178446084976218,0.742897864521219,0.331310801786828,0.999997691821602,"up_in_AD"
"CDCA3",46.2795714724465,-0.190754786975259,-0.0449091437001035,0.754273002538759,0.800346365817639,0.999997691821602,"down_in_AD"
"CDCA4",102.700094304405,0.118933996925899,0.0610175439962674,0.4100105003655,0.771758485947181,0.999997691821602,"up_in_AD"
"CDCA5",117.965586697673,0.589815105687102,0.125738988886568,0.817193397244042,0.470443852469633,0.999997691821602,"up_in_AD"
"CDCA7",36.8173392468239,-0.193933605465219,-0.0264250942554878,1.05296819927126,0.853873796493435,0.999997691821602,"down_in_AD"
"CDCA7L",258.450362480836,0.0847091488471091,0.0192848415850489,0.776001089034738,0.913074696850618,0.999997691821602,"up_in_AD"
"CDCA8",109.355569718452,0.473504668307028,0.141721383874475,0.649093804203586,0.465704592949806,0.999997691821602,"up_in_AD"
"CDCP1",528.596596234508,-0.0859200576036064,-0.021860609689077,0.71792865928,0.904738458585941,0.999997691821602,"down_in_AD"
"CDH1",1875.95767299885,0.684170653599495,0.365491385391398,0.396097794205139,0.0841179079020381,0.999997691821602,"up_in_AD"
"CDH11",75.4233829088943,-6.20641736421673,-0.0239033498452405,4.25087131819134,0.14428068393534,0.999997691821602,"down_in_AD"
"CDH12",10.4961400163958,0.0762417932331929,0.00746391591372867,1.27871678330959,0.952455362405497,0.999997691821602,"up_in_AD"
"CDH13",63.5699295715727,0.417723069846684,0.151428365730338,0.560695402423698,0.456266334352885,0.999997691821602,"up_in_AD"
"CDH2",20.0519497233825,-3.82715868327731,-0.0215867274521573,4.23140308734412,0.365748548218473,0.999997691821602,"down_in_AD"
"CDH20",73.4055630941324,-3.1151143805627,-0.183594041013409,1.38491258632906,0.0244920156477846,0.999997691821602,"down_in_AD"
"CDH23",222.258518251558,-0.109872966513297,-0.0494873579806529,0.463518725541575,0.81262494244242,0.999997691821602,"down_in_AD"
